question,context,label
韓國文學史上各種文學體裁確立的時期為？,最使維特魯威出名的還是他的《建築十書》，他在書中為建築設計了三個主要標準：持久、有用、美觀，維特魯威認為建築是對自然的模仿，正如鳥和蜜蜂築巢， 人類也用自然材料造建築物保護自己，為了建築美觀，先後發明了多立克柱式、愛奧尼柱式和科林斯柱式，其中的比例要依照最美的比例-人體比例，後來達·文西依照他的描述畫了《建築人體比例圖》，在代表宇宙秩序的方和圓中，放入了一個人體。維特魯威可能並不是古代西方第一位建築師，但是第一位能把建築原理寫下來的人，他列舉了一些古代建築，他並沒有進行創造，只是把已經存在的建築法則進行條理化，但他的描述要包括許多現代建築門類，包括建築設計、工程設計、園林規劃、藝術加工和工藝製造等，從語源學上講，拉丁詞「建築」是從希臘語的「領導」和「建設者」派生出來的。維特魯威的《建築十書》包括了都市計畫、建築概論、建築材料、神廟構造、希臘柱式的應用、公共建築、私家建築、地坪與飾面、水力學、計時、測量、天文、土木、軍事機械等。《建築十書》在1414年被文藝復興時期的人文學家波焦·布拉喬利尼重新發現，1486年在羅馬重新出版，1520年被翻譯成義大利語、法語、英語、德語和西班牙語，原有的插圖已經佚失，16世紀又根據其中的描述加上木版畫插圖，這本書很快成為文藝復興時期、巴洛克時期和新古典主義時期建築界的經典。,0
代表召開政治協商會議包括國共兩黨、民盟、中國民主社會黨以及哪一黨?,東德對過境檢查非常嚴格。國家安全局六處出入境控制單位直接管轄檢查站，他們身著邊防軍制服參與管理和監察，同時監視邊防軍和海關人員是否違規。不同的檢查站按允許通過的人員類型劃分。普拉伯檢查哨和查理檢查站是盟軍占領軍開設的檢查站，但僅為外交人員和外國公民使用。腓特烈大街車站則可供西柏林的鐵路乘客站內轉車，有通過審核者才得以進入東柏林。西德居民和西方國家的遊客可以訪問東德，通常需要提前幾周向東德使館進行申請。訪問東柏林的當日簽證無需提前申請，只需在過境時辦理簡單的手續，西方遊客需支付5西德馬克的簽證費用，而西柏林居民則是免費的。然而東德政府可以毫無理由地拒絕任何入境申請。在1980年代，西柏林遊客必須以1：1的極低比率兌換至少25西德馬克到東德馬克，並且必須在東柏林境內花完。,0
哪一個韓國最大的主流政黨是中間偏右的？,韓國政治體系為行政、立法、司法三權分立。韓國總統作為國家元首擁有最高行政權，自1987年起由韓國國民直接選舉產生，任期5年，不能連任。韓國國會為一院制立法機關，通過單一選區制和比例代表制結合的方法選舉，每屆任期為四年。韓國司法機構獨立於行政機構和立法機構，其最高司法機構是大法院，成員由總統任命並由國會批准。另外韓國還設有憲法法院，用於保護憲法和保障國民的基本權利。韓國實行多黨制，其中中間偏右的自由韓國黨和中間偏左的共同民主黨是韓國兩個最大的主流政黨，左右著韓國的政壇。大韓民國聲稱其為朝鮮半島唯一合法的政權，自稱「韓國」，得名於古代的三韓，而將朝鮮民主主義人民共和國稱做「北韓」；朝鮮民主主義人民共和國亦聲稱其為朝鮮半島唯一合法的政權，自稱「朝鮮」，而將大韓民國稱為「南朝鮮」。,1
韓國哪一河流比洛東江短11公里？,"洛東江是韓國最大的河流，北起太白山脈流經大邱南至釜山入大韓海峽，長525公里。漢江長514公里，是韓國的第二大河流。流經韓國首都首爾的漢江自古就是韓國人民發展生息的生命線。韓國的湖泊較少，位於濟州島漢拿山山頂火山口的白鹿潭是韓國最大的天然湖泊，海拔1850米，湖面直徑約30米，周長1公里，深約6米。位於江原道春川市東北13公里的昭陽湖是韓國最大的人工湖，面積6930萬平方米，1973年建成。韓國擁有3,000個大小島嶼。其中濟州島是韓國面積最大的島嶼，也是韓國主要的旅遊熱點之一。濟州火山島和熔岩洞2007年被列入世界遺產列表。韓國的其它主要島嶼包括巨濟島、江華島、珍島和南海島等。",1
沸流國是被哪一國家所滅掉的？,第2屆歐洲國家盃於1964年舉辦，參加預賽的國家增至29個成員國，4支進入決賽圈階段的球隊包括西班牙、匈牙利、丹麥及上屆冠軍蘇聯，西班牙以主場之利在馬德里舉行的決賽以2比1擊敗衛冕冠軍蘇聯。1968年，賽事的英文名稱由European Nations Cup改為European Championship，本屆賽事增至31個成員國參加；本屆賽事在預賽首次引入種子隊制度，預賽每個小組均有一支種子隊，小組首名可以晉級八強階段；西德在本屆賽事是首次參加歐洲國家盃預賽，但意外地被阿爾巴尼亞迫和而出局。最終主辦國義大利在決賽與南斯拉夫打成平手，是歷史上歐洲國家盃決賽唯一一次需要重賽，義大利在重賽以2比0擊敗對手奪冠。,0
亞塞拜然與亞美尼亞的軍事行動在後蘇聯時期受到哪支軍隊很大的影響?,1916年3月袁世凱被迫取消帝制，恢復共和制，邀請段祺瑞出山任國務總理，最終段祺瑞回任參謀總長兼陸軍總長。6月袁世凱病逝，黎元洪接任大總統，段祺瑞擔任國務總理。之後段祺瑞成為北洋政府派系內的皖系領袖。1917年，與大總統黎元洪之間因參與第一次世界大戰問題引發府院之爭，引發由張勳領導的溥儀復辟。復辟歷時十二日後即被段於天津馬廠誓師鎮壓。在繼任的馮國璋總統任期內，就解決南北分裂，統一中國的方式問題，與馮國璋發生第二次府院之爭，於1917年11月22日辭職。1918年3月22日復職。同年10月10日，馮國璋大總統的任期屆滿，安福國會選舉徐世昌為大總統。,0
民主共和黨在1790年代為詹姆斯麥迪遜以及誰所創立?,卡特任內沒有訪問中華人民共和國，但1981年卸任後他馬上到訪了中國，卡特夫婦沒有官職在身仍然獲得中方高規格的接待，中國國家主席李先念在釣魚台國賓館設宴款待他們，又獲得中共中央軍委主席鄧小平的接見。另外，國內方面，卡特在處理經濟問題上引起廣泛關切。自他上任以來，通貨膨脹率逐年上升，1976年為6%，1980年已升至12%以上。失業率仍高達7.5%；波動的利率1980年竟兩次達到20%，甚至更高。1978年克萊斯勒汽車公司面臨財務危機，僱用前福特汽車總裁李·亞科卡擔任總裁，亞科卡尋求美國政府援助，1979年12月國會通過克萊斯勒貸款法案，在1980年1月7日卡特簽署同意後借出15億美元貸款，拯救克萊斯勒公司。雖然在國內改革及經濟政策上遭到明顯失敗，又有1979年的外交危機，他仍然贏得1980年民主黨的總統候選人提名。但美國人民對其執政能力的信任已跌至谷底，無可挽回，因此在當年11月的大選中，卡特被共和黨總統候選人隆納·雷根以壓倒優勢擊敗。,0
南斯拉夫於1950到1960年代超過其他共產黨的水平，但還是無法超過哪個地區的水平?,與蘇聯決裂後，南斯拉夫原先以其為樣版所打造的一切社會、政府與經濟制度受到了全面性的衝擊，使南斯拉夫不得不走上了獨立於東方集團的社會主義國家之路，成為其中的一個特例。此後，狄托進行大幅改革，將原有的蘇聯式體制轉化為適合南斯拉夫的模式，其種種政策被統稱作狄托主義，本質上即是一種針對蘇聯制社會主義制度的修正。改革主要集中於經濟、外交與內政三方面，皆有相當的自由化與彈性。對於黨內異己，南共頗為包容、批評文章可登於黨內刊物即可見得其自由風氣。1950到1960年代初期，南斯拉夫的經濟成長還相當突出。雖然其生活水準始終無法真正趨近於西歐的水平，但是顯然超過其他共產黨所領導的國家。人民的滿意度與內部的安定度，不但能夠維持，甚至還進一步提升；隨之而來的驕傲感也不斷增加，使大部分的南斯拉夫人相信，他們的模式是一種有效的辦法。1950年代，南斯拉夫開始尋求外交上的突破而與亞非等地的第三世界國家有所接觸，先是印度及緬甸，之後拓展到埃及跟印尼，1955年與中華人民共和國建交。1956年，狄托與印度總理尼赫魯及埃及總統納瑟三人在布里奧尼島發表聲明，支持不結盟運動，並於1961年在南斯拉夫首都貝爾格勒召開首次高峰會，使其不論在國內，或是第三世界國家，都越來越受到歡迎。這項運動的成員國不願涉入冷戰，拒絕與美蘇兩大強國結盟，至2007年已有118成員國，涵蓋了聯合國三分之二的成員國，全世界55%的人口居住在這些國家之中。,1
蒙古遊牧地區在清朝時是以什麼制度來實施行政規劃的？,清代新疆分為天山北路的準部和天山南路的回部，統屬於伊犁將軍。其中的蒙古遊牧地區實行盟旗制。維吾爾、布魯特、塔吉克等族地區則實行伯克制。蒙古舊土爾扈特部與中路和碩特部設立旗、盟：舊土爾扈特部為南北東西四路烏訥恩素珠克圖盟，和碩特部為巴圖塞特奇勒圖盟。凖部地方設烏魯木齊都統，統轄烏魯木齊、庫爾喀喇烏蘇、吐魯番、哈密、古城、巴里坤等城。其中迪化州、鎮西府由新疆與甘肅省雙重管轄。塔爾巴哈臺由塔爾巴哈臺參贊大臣管轄。伊犁及其以西地方由伊犁參贊大臣、領隊大臣管理。回部設總理回疆事務大臣，統轄喀什噶爾、葉爾羌、和闐、阿克蘇、烏什、庫車、喀喇沙爾等城。光緒十年，新疆建省，實行與內地相同的府、廳、州、縣體制。,1
為何馬祖地區會在10月至隔年3月間風速最大？,馬祖地區屬亞熱帶海洋性氣候，四季分明，冬冷潮濕，春夏交際多霧，秋天氣候平均較為穩定。馬祖的緯度略高於台灣北部，惟因靠近中國大陸的大陸型氣候，氣溫比台北低，年平均溫度為攝氏18.6度，早晚溫差亦大，每年氣溫12月至2月間最低，3月份以後慢慢上升；7、8月氣溫最高，月平均溫度在29度左右，此後逐漸下降，2月份月均溫最低，僅10度左右。風速在10月至翌年3月間，大陸冷氣團南下，有強烈東北季風吹襲，故風速最大；尤其是3至5月間，開始吹南風形成多雲霧的天氣，即為平流霧。每年春天，南風從台灣海峽帶來暖濕空氣，和氣溫較低的馬祖地面、水域接觸，便形成濃霧。平流霧的厚度可達七、八百公尺以上，天氣好時的日間太陽輻射最多只能消除雲層頂部一部分，因此；如果平流霧歷久不散，能見度驟降，這就是為何馬祖地區的航班常常於此季節飛飛停停的原因。馬祖地區全年降雨量多集中於4至5月，颱風則多發生於7、8月，年平均雨量約1060公釐，不到台灣雨量的一半，雨季集中在4至9月的梅雨季及颱風季。,1
